MAKE_MOV,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,46,0,Write,:=,BOOL,,,VAR_OUTPUT,LOCAL,,,
MAKE_MOV,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,50,0,Write,:=,BOOL,,,VAR_OUTPUT,LOCAL,,,
MAKE_MOV,POE\MID_POSITION_LOGIC\MID_POSITION_LOGICV.VB,,,,,,BOOL,,,VAR_OUTPUT,DEFINITION,,,
MAX_DIST,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,7,0,Write,:=,LREAL,,,VAR,LOCAL,,,
MAX_DIST,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,20,0,Read,,LREAL,,,VAR,LOCAL,,,
MAX_DIST,POE\MID_POSITION_LOGIC\MID_POSITION_LOGICV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
MOV_DIST,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,16,0,Write,:=,LREAL,,,VAR_OUTPUT,LOCAL,,,
MOV_DIST,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,20,0,Write,:=,LREAL,,,VAR_OUTPUT,LOCAL,,,
MOV_DIST,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,24,0,Write,:=,LREAL,,,VAR_OUTPUT,LOCAL,,,
MOV_DIST,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,28,0,Write,:=,LREAL,,,VAR_OUTPUT,LOCAL,,,
MOV_DIST,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,32,0,Write,:=,LREAL,,,VAR_OUTPUT,LOCAL,,,
MOV_DIST,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,36,0,Write,:=,LREAL,,,VAR_OUTPUT,LOCAL,,,
MOV_DIST,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,40,0,Write,:=,LREAL,,,VAR_OUTPUT,LOCAL,,,
MOV_DIST,POE\MID_POSITION_LOGIC\MID_POSITION_LOGICV.VB,,,,,,LREAL,,,VAR_OUTPUT,DEFINITION,,,
PLAYER_SPACING,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,9,0,Write,:=,LREAL,,,VAR,LOCAL,,,
PLAYER_SPACING,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,28,0,Read,,LREAL,,,VAR,LOCAL,,,
PLAYER_SPACING,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,32,0,Read,,LREAL,,,VAR,LOCAL,,,
PLAYER_SPACING,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,36,0,Read,,LREAL,,,VAR,LOCAL,,,
PLAYER_SPACING,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,40,0,Read,,LREAL,,,VAR,LOCAL,,,
PLAYER_SPACING,POE\MID_POSITION_LOGIC\MID_POSITION_LOGICV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
PREV_Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,12,0,Read,<>,LREAL,,,VAR,LOCAL,,,
PREV_Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,44,0,Write,:=,LREAL,,,VAR,LOCAL,,,
PREV_Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGICV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,6,0,Write,:=,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,14,0,Read,,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,18,0,Read,+,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,22,0,Read,&,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,22,0,Read,+,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,24,0,Read,,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,26,0,Read,+,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,26,0,Read,+,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,28,0,Read,-,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,30,0,Read,+,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,30,0,Read,+,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,32,0,Read,-,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,34,0,Read,+,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,34,0,Read,+,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,36,0,Read,-,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,38,0,Read,+,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,38,0,Read,+,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,40,0,Read,-,LREAL,,,VAR,LOCAL,,,
WALL_OFFSET,POE\MID_POSITION_LOGIC\MID_POSITION_LOGICV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,12,0,Read,,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,14,0,Read,<=,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,18,0,Read,>=,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,22,0,Read,<=,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,22,0,Read,>,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,24,0,Read,-,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,26,0,Read,<=,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,26,0,Read,>,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,28,0,Read,-,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,30,0,Read,<=,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,30,0,Read,>,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,32,0,Read,-,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,34,0,Read,<=,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,34,0,Read,>,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,36,0,Read,-,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,38,0,Read,<=,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,38,0,Read,>,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,40,0,Read,-,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,44,0,Read,,LREAL,,,VAR_INPUT,LOCAL,,,
Y_POS,POE\MID_POSITION_LOGIC\MID_POSITION_LOGICV.VB,,,,,,LREAL,,,VAR_INPUT,DEFINITION,,,
ZONE_WIDTH,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,8,0,Write,:=,LREAL,,,VAR,LOCAL,,,
ZONE_WIDTH,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,18,0,Read,,LREAL,,,VAR,LOCAL,,,
ZONE_WIDTH,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,22,0,Read,,LREAL,,,VAR,LOCAL,,,
ZONE_WIDTH,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,26,0,Read,&,LREAL,,,VAR,LOCAL,,,
ZONE_WIDTH,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,26,0,Read,,LREAL,,,VAR,LOCAL,,,
ZONE_WIDTH,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,30,0,Read,&,LREAL,,,VAR,LOCAL,,,
ZONE_WIDTH,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,30,0,Read,,LREAL,,,VAR,LOCAL,,,
ZONE_WIDTH,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,34,0,Read,&,LREAL,,,VAR,LOCAL,,,
ZONE_WIDTH,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,34,0,Read,,LREAL,,,VAR,LOCAL,,,
ZONE_WIDTH,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,38,0,Read,&,LREAL,,,VAR,LOCAL,,,
ZONE_WIDTH,POE\MID_POSITION_LOGIC\MID_POSITION_LOGIC.STB,,38,0,Read,,LREAL,,,VAR,LOCAL,,,
ZONE_WIDTH,POE\MID_POSITION_LOGIC\MID_POSITION_LOGICV.VB,,,,,,LREAL,,,VAR,DEFINITION,,,
